"_id","enterpriseId","name","abbreviation","address","timeZone","unitOfMeasurement","emailAddress","webSiteUrl","phone","fax","brandId","locationStatus","createdBy","createdOn","modifiedBy","modifiedOn","recordStatus"
"08d9cbeb-f455-09c7-3b04-dfb37800001a","08d7ab2e-867c-35bc-fdd0-300001000001","IntegrationTestLocation","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""d53168ab-8aff-4865-8f9c-9e5d5dddddba"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:27:32.660Z","{""id"":""97275066-b656-4315-81db-87056a842f86"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:35:36.551Z",4
"08d9cbea-f414-1e41-3b04-dfb378000015","08d7ab2e-867c-35bc-fdd0-300001000001","IntegrationTestLocation","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""8cb8d51d-d7c1-4b50-bf10-eb672732532a"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:20:22.738Z","{""id"":""8cb8d51d-d7c1-4b50-bf10-eb672732532a"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:20:22.738Z",1
"08d9cbea-3264-5ff6-3b04-dfb378000011","22728e0b-592c-47e3-94e0-82b8d70879d6","IntegrationTestLocation","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""be440f82-28ce-410b-93c0-4c495de487f9"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:14:57.786Z","{""id"":""be440f82-28ce-410b-93c0-4c495de487f9"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:14:57.786Z",1
"08d9cbe9-d973-8791-3b04-dfb37800000c","7e0e7f01-e51e-434c-938d-762f971bf699","CreateLocationTest","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""216b49cf-84cc-4c2e-be9b-a1da101eb539"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:12:28.568Z","{""id"":""216b49cf-84cc-4c2e-be9b-a1da101eb539"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:12:28.568Z",1
"08d9cbe9-80c2-dcea-3b04-dfb37800000a","08d7ab2e-867c-35bc-fdd0-300001000001","IntegrationTestLocation","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""a73b3a0c-a114-4d7b-999c-26310083ebd5"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:09:59.770Z","{""id"":""a73b3a0c-a114-4d7b-999c-26310083ebd5"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T23:09:59.770Z",1
"08d9cbcc-4232-ea62-3b04-df3ed800001b","781c1a54-020c-4870-a1d3-5e22294d5f98","CreateLocationTest","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""fdd8d96b-62a5-48d9-ac78-a7d2da4432db"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:40:39.403Z","{""id"":""fdd8d96b-62a5-48d9-ac78-a7d2da4432db"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:40:39.403Z",1
"08d9cbcb-a5f8-d106-3b04-df3ed8000013","238c4b7b-1f5b-4097-bf3a-d2ad4909de9a","IntegrationTestLocation","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""4c5ba859-1e3b-4d87-a61b-15eb0e4a9235"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:36:17.298Z","{""id"":""4c5ba859-1e3b-4d87-a61b-15eb0e4a9235"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:36:17.298Z",1
"08d9cbcb-48e5-d0d9-3b04-df3ed800000e","f525a947-1f94-4ae0-8e8a-25bd3c5143b2","CreateLocationTest","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""49ccd078-c510-436e-9f57-f75af1fbeb30"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:33:41.145Z","{""id"":""49ccd078-c510-436e-9f57-f75af1fbeb30"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:33:41.145Z",1
"08d9cbcb-2508-9072-3b04-df3ed800000c","08d7ab2e-867c-35bc-fdd0-300001000001","BP Hotel","CRT","{""city"":""Portsmouth"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":43.0837654,""longitude"":-70.80967249999999,""masteredAddress"":""75 New Hampshire Ave, Portsmouth, NH 03801, USA"",""masteredId"":""gpa_ChIJ8d0ez9-_4okRizgA_XyPdog"",""postalCode"":""03801"",""stateOrProvinceName"":""New Hampshire"",""streetAddress"":""75 New Hampshire Ave"",""type"":0}","EST","Metric","hotelier@BPHotels.com","http://spacejam.com","(603)-123-4567","(603)-123-4568","BP Inc",2,"{""id"":""51f566a4-7f13-442b-8e76-3bfe676ca5eb"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:32:40.975Z","{""id"":""51f566a4-7f13-442b-8e76-3bfe676ca5eb"",""name"":""IT-COL-0349 Amadeus""}","2021-12-30T19:32:40.975Z",1
"08d9cb24-8fdd-1139-6cdd-c700010000ee","08d961b5-fdb3-70b9-8361-150001000207","AlternativeLanguageSearch","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T23:40:14.252Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T23:40:57.276Z",1
"08d9cb22-87d9-4899-6cdd-c700010000ed","08d961b5-fdb3-70b9-8361-150001000207","ReflectedXSSFixForGlobalShopServices","SNBTest","{""city"":""Wake Forest"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":35.9741766,""longitude"":-78.5087132,""masteredAddress"":""415-B Brooks St, Wake Forest, NC 27587, USA"",""masteredId"":""gpa_ChIJp6z7dy9SrIkRZ2Cld026CUQ"",""postalCode"":""27587"",""stateOrProvinceName"":""North Carolina"",""streetAddress"":""415-B Brooks St"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T23:25:41.812Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T23:27:55.566Z",4
"08d9cad6-f5d6-302f-6cdd-c700010000ec","08d961b5-fdb3-70b9-8361-150001000207","AlternativeLanguageSearch","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T14:24:44.590Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T14:49:33.733Z",4
"08d9cac9-9b28-1611-6cdd-c700010000eb","08d961b5-fdb3-70b9-8361-150001000207","AlternativeLanguageSearch","SNBTest","{""city"":""Wake Forest"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":35.9741766,""longitude"":-78.5087132,""masteredAddress"":""415-B Brooks St, Wake Forest, NC 27587, USA"",""masteredId"":""gpa_ChIJp6z7dy9SrIkRZ2Cld026CUQ"",""postalCode"":""27587"",""stateOrProvinceName"":""North Carolina"",""streetAddress"":""415-B Brooks St"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T12:49:08.996Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T14:20:27.651Z",4
"08d9caa9-5ee6-abb3-18c7-df00010000d8","08d961b5-fdb3-70b9-8361-150001000207","PackageAvailabilitySearchEndpoint","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T08:58:24.009Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T08:59:12.503Z",1
"08d9caa3-5a2a-1e61-6cdd-c700010000ea","08d961b5-fdb3-70b9-8361-150001000207","AlternativeLanguageSearch","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T08:15:19.082Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T09:40:27.216Z",4
"08d9ca9f-b556-8d89-6cdd-c700010000e9","08d961b5-fdb3-70b9-8361-150001000207","AlternativeLanguageSearch","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T07:49:14.059Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T07:49:14.059Z",1
"08d9ca96-bb47-152a-18c7-df00010000d7","08d961b5-fdb3-70b9-8361-150001000207","PackageAvailabilitySearchEndpoint","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T06:44:58.553Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T06:45:50.340Z",1
"08d9ca87-fe6d-6547-6cdd-c700010000e8","08d961b5-fdb3-70b9-8361-150001000207","AlternativeLanguageSearch","SNBTest","{""city"":""Washington"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":38.9221659,""longitude"":-77.0422849,""masteredAddress"":""2467 18th St NW, Washington, DC 20009, USA"",""masteredId"":""gpa_ChIJL1a3K9q3t4kRne-2PUZJEFA"",""postalCode"":""20009"",""stateOrProvinceName"":""District of Columbia"",""streetAddress"":""2467 18th St NW"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T04:59:28.761Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T04:59:28.761Z",1
"08d9ca6d-f288-3735-18c7-df00010000d6","08d961b5-fdb3-70b9-8361-150001000207","PackageAvailabilitySearchEndpoint","SNBTest","{""city"":""Wake Forest"",""countryCode"":""US"",""countryName"":""United States"",""latitude"":35.9741766,""longitude"":-78.5087132,""masteredAddress"":""415-B Brooks St, Wake Forest, NC 27587, USA"",""masteredId"":""gpa_ChIJp6z7dy9SrIkRZ2Cld026CUQ"",""postalCode"":""27587"",""stateOrProvinceName"":""North Carolina"",""streetAddress"":""415-B Brooks St"",""type"":0}","Eastern Standard Time","Feet","null","null","null","null","null",2,"{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T01:53:01.889Z","{""id"":""80185080-4a6b-4018-80a8-79340732dccf"",""name"":""PmsDiagnosticsNilaUser.com""}","2021-12-29T01:54:00.392Z",1
